utc_date,local_time,hour_category,part_of_the_day,magnitude,magnitude_unit,magnitude_category,depth_(km),depth_category,location,latitude,longitude,url
2023-06-20,01:47:34,1:00 - 2:00,Early Hours,2.6,Ml,<3,105,intermediate,24 km al O de Mina Collahuasi,-20.783,-68.887,https://www.sismologia.cl/sismicidad/informes/2023/06/201235.html
2023-06-20,22:30:35,22:00 - 23:00,Later Hours,4.2,Ml,4-4.9,177,intermediate,74 km al O de Socaire,-23.583,-68.613,https://www.sismologia.cl/sismicidad/informes/2023/06/201227.html
2023-06-20,22:22:34,22:00 - 23:00,Later Hours,2.8,Ml,<3,71,intermediate,24 km al SO de Linares,-36.027,-71.732,https://www.sismologia.cl/sismicidad/informes/2023/06/201224.html
2023-06-20,21:38:47,21:00 - 22:00,Later Hours,2.9,Ml,<3,110,intermediate,74 km al O de Socaire,-23.52,-68.614,https://www.sismologia.cl/sismicidad/informes/2023/06/201222.html
2023-06-19,19:55:02,19:00 - 20:00,Later Hours,3.1,Ml,3-3.9,114,intermediate,38 km al S de Mina Collahuasi,-21.166,-68.707,https://www.sismologia.cl/sismicidad/informes/2023/06/201214.html
2023-06-19,18:29:01,18:00 - 19:00,Later Hours,3.5,Ml,3-3.9,5,shallow,35 km al SE de Cuya,-19.337,-69.906,https://www.sismologia.cl/sismicidad/informes/2023/06/201204.html
2023-06-19,18:08:12,18:00 - 19:00,Later Hours,3.7,Ml,3-3.9,42,shallow,59 km al O de La Higuera,-29.418,-71.804,https://www.sismologia.cl/sismicidad/informes/2023/06/201201.html
2023-06-19,16:51:21,16:00 - 17:00,Later Hours,3.6,Ml,3-3.9,31,shallow,98 km al O de Cobquecura,-35.81,-73.807,https://www.sismologia.cl/sismicidad/informes/2023/06/201186.html
2023-06-19,14:58:08,14:00 - 15:00,Central Hours,3.1,Ml,3-3.9,110,intermediate,27 km al E de Mina La Escondida.,-24.31,-68.798,https://www.sismologia.cl/sismicidad/informes/2023/06/201179.html
2023-06-19,14:55:44,14:00 - 15:00,Central Hours,3.6,Ml,3-3.9,226,intermediate,72 km al S de Socaire,-24.229,-67.802,https://www.sismologia.cl/sismicidad/informes/2023/06/201178.html
2023-06-19,11:48:21,11:00 - 12:00,Central Hours,3.8,Ml,3-3.9,122,intermediate,20 km al S de Mina Los Pelambres,-31.997,-70.62,https://www.sismologia.cl/sismicidad/informes/2023/06/201160.html
2023-06-19,09:20:16,9:00 - 10:00,Central Hours,3.1,Ml,3-3.9,102,intermediate,23 km al E de Calama,-22.503,-68.709,https://www.sismologia.cl/sismicidad/informes/2023/06/201152.html
2023-06-19,07:46:13,7:00 - 8:00,Early Hours,3.0,Ml,3-3.9,136,intermediate,51 km al S de Ollagüe,-21.666,-68.388,https://www.sismologia.cl/sismicidad/informes/2023/06/201144.html
2023-06-19,06:24:36,6:00 - 7:00,Early Hours,2.9,Ml,<3,29,shallow,41 km al NO de Mejillones,-22.785,-70.652,https://www.sismologia.cl/sismicidad/informes/2023/06/201140.html
2023-06-19,05:53:50,5:00 - 6:00,Early Hours,3.3,Ml,3-3.9,125,intermediate,68 km al SO de Ollagüe,-21.774,-68.539,https://www.sismologia.cl/sismicidad/informes/2023/06/201137.html
2023-06-19,05:32:40,5:00 - 6:00,Early Hours,3.2,Ml,3-3.9,123,intermediate,60 km al NE de Calama,-21.995,-68.663,https://www.sismologia.cl/sismicidad/informes/2023/06/201135.html
2023-06-19,04:53:27,4:00 - 5:00,Early Hours,3.0,Ml,3-3.9,131,intermediate,46 km al SO de Ollagüe,-21.598,-68.444,https://www.sismologia.cl/sismicidad/informes/2023/06/201131.html
2023-06-19,03:24:48,3:00 - 4:00,Early Hours,3.0,Ml,3-3.9,113,intermediate,47 km al SO de Mina Collahuasi,-21.099,-68.998,https://www.sismologia.cl/sismicidad/informes/2023/06/201121.html
2023-06-19,03:18:21,3:00 - 4:00,Early Hours,2.6,Ml,<3,111,intermediate,43 km al NE de Calama,-22.149,-68.703,https://www.sismologia.cl/sismicidad/informes/2023/06/201120.html
2023-06-19,03:02:52,3:00 - 4:00,Early Hours,2.5,Ml,<3,113,intermediate,52 km al S de Mina Collahuasi,-21.268,-68.811,https://www.sismologia.cl/sismicidad/informes/2023/06/201117.html
2023-06-19,02:09:13,2:00 - 3:00,Early Hours,2.7,Ml,<3,92,intermediate,52 km al O de San Pedro de Atacama,-22.954,-68.706,https://www.sismologia.cl/sismicidad/informes/2023/06/201112.html
2023-06-19,00:03:41,0:00 - 1:00,Early Hours,2.7,Ml,<3,24,shallow,46 km al NO de Valparaíso,-32.676,-71.825,https://www.sismologia.cl/sismicidad/informes/2023/06/201105.html
2023-06-19,23:58:25,23:00 - 24:00,Later Hours,3.4,Ml,3-3.9,27,shallow,38 km al N de Valparaíso,-32.723,-71.726,https://www.sismologia.cl/sismicidad/informes/2023/06/201102.html
2023-06-19,23:20:24,23:00 - 24:00,Later Hours,2.5,Ml,<3,114,intermediate,46 km al E de Calama,-22.52,-68.486,https://www.sismologia.cl/sismicidad/informes/2023/06/201100.html
2023-06-19,22:23:09,22:00 - 23:00,Later Hours,4.8,Mw,4-4.9,127,intermediate,20 km al SO de Calama,-22.63,-69.01,https://www.sismologia.cl/sismicidad/informes/2023/06/201095.html
2023-06-19,20:32:01,20:00 - 21:00,Later Hours,2.9,Ml,<3,119,intermediate,45 km al S de Mina Collahuasi,-21.21,-68.809,https://www.sismologia.cl/sismicidad/informes/2023/06/201089.html
2023-06-18,16:58:13,16:00 - 17:00,Later Hours,3.7,Ml,3-3.9,287,deep,33 km al SE de San Pedro de Atacama,-23.066,-67.924,https://www.sismologia.cl/sismicidad/informes/2023/06/201079.html
2023-06-18,14:57:12,14:00 - 15:00,Central Hours,2.7,Ml,<3,69,intermediate,34 km al S de Melipilla,-33.986,-71.187,https://www.sismologia.cl/sismicidad/informes/2023/06/201066.html
2023-06-18,13:54:21,13:00 - 14:00,Central Hours,3.0,Ml,3-3.9,33,shallow,41 km al SO de Los Vilos,-32.244,-71.688,https://www.sismologia.cl/sismicidad/informes/2023/06/201053.html
2023-06-18,13:50:26,13:00 - 14:00,Central Hours,3.6,Ml,3-3.9,100,intermediate,17 km al E de Sierra Gorda.,-22.959,-69.167,https://www.sismologia.cl/sismicidad/informes/2023/06/201051.html
2023-06-18,12:26:36,12:00 - 13:00,Central Hours,4.2,Ml,4-4.9,38,shallow,49 km al NO de Tongoy,-29.982,-71.888,https://www.sismologia.cl/sismicidad/informes/2023/06/201045.html
2023-06-18,11:33:54,11:00 - 12:00,Central Hours,3.2,Ml,3-3.9,250,deep,68 km al SE de Socaire,-23.846,-67.279,https://www.sismologia.cl/sismicidad/informes/2023/06/201037.html
2023-06-18,09:19:40,9:00 - 10:00,Central Hours,2.9,Ml,<3,116,intermediate,31 km al O de Mina Collahuasi,-20.858,-68.951,https://www.sismologia.cl/sismicidad/informes/2023/06/201029.html
2023-06-18,07:47:57,7:00 - 8:00,Early Hours,4.2,Ml,4-4.9,56,intermediate,75 km al SE de Antofagasta,-24.245,-70.082,https://www.sismologia.cl/sismicidad/informes/2023/06/201024.html
2023-06-18,06:29:51,6:00 - 7:00,Early Hours,3.2,Ml,3-3.9,48,shallow,21 km al S de Huasco,-28.647,-71.179,https://www.sismologia.cl/sismicidad/informes/2023/06/201018.html
2023-06-18,02:58:30,2:00 - 3:00,Early Hours,3.5,Ml,3-3.9,36,shallow,61 km al S de Ilo,-18.16,-71.131,https://www.sismologia.cl/sismicidad/informes/2023/06/201004.html
2023-06-18,02:50:00,2:00 - 3:00,Early Hours,3.6,Ml,3-3.9,34,shallow,103 km al O de Tortel,-47.52,-74.845,https://www.sismologia.cl/sismicidad/informes/2023/06/201002.html
2023-06-18,01:47:15,1:00 - 2:00,Early Hours,3.2,Ml,3-3.9,108,intermediate,49 km al NE de Mina La Escondida.,-23.892,-68.812,https://www.sismologia.cl/sismicidad/informes/2023/06/200997.html
2023-06-18,01:44:42,1:00 - 2:00,Early Hours,3.6,Ml,3-3.9,233,intermediate,107 km al NE de Socaire,-23.148,-66.963,https://www.sismologia.cl/sismicidad/informes/2023/06/200998.html
2023-06-18,00:17:20,0:00 - 1:00,Early Hours,3.5,Ml,3-3.9,197,intermediate,120 km al SE de Socaire,-24.473,-67.203,https://www.sismologia.cl/sismicidad/informes/2023/06/200993.html
2023-06-18,23:58:41,23:00 - 24:00,Later Hours,4.5,Mw,4-4.9,267,deep,125 km al NE de Socaire,-23.114,-66.782,https://www.sismologia.cl/sismicidad/informes/2023/06/200991.html
2023-06-18,23:09:21,23:00 - 24:00,Later Hours,3.0,Ml,3-3.9,24,shallow,41 km al O de Navidad,-34.024,-72.262,https://www.sismologia.cl/sismicidad/informes/2023/06/200988.html
2023-06-18,21:20:45,21:00 - 22:00,Later Hours,3.3,Ml,3-3.9,124,intermediate,32 km al O de Ollagüe,-21.229,-68.562,https://www.sismologia.cl/sismicidad/informes/2023/06/200982.html
2023-06-17,19:41:38,19:00 - 20:00,Later Hours,2.8,Ml,<3,115,intermediate,36 km al O de Mina Collahuasi,-20.89,-69.002,https://www.sismologia.cl/sismicidad/informes/2023/06/200977.html
2023-06-17,19:12:00,19:00 - 20:00,Later Hours,3.1,Ml,3-3.9,104,intermediate,53 km al SO de Mina Collahuasi,-21.14,-69.046,https://www.sismologia.cl/sismicidad/informes/2023/06/200975.html
2023-06-17,18:52:35,18:00 - 19:00,Later Hours,3.8,Ml,3-3.9,39,shallow,65 km al SO de Iquique,-20.547,-70.662,https://www.sismologia.cl/sismicidad/informes/2023/06/200971.html
2023-06-17,18:52:22,18:00 - 19:00,Later Hours,2.8,Ml,<3,27,shallow,120 km al SO de Tongoy,-30.765,-72.598,https://www.sismologia.cl/sismicidad/informes/2023/06/200972.html
2023-06-17,18:31:38,18:00 - 19:00,Later Hours,4.9,Mw,4-4.9,98,intermediate,24 km al NE de Curicó,-34.832,-71.053,https://www.sismologia.cl/sismicidad/informes/2023/06/200965.html
2023-06-17,17:42:43,17:00 - 18:00,Later Hours,3.2,Ml,3-3.9,115,intermediate,36 km al SO de Mina Collahuasi,-21.062,-68.898,https://www.sismologia.cl/sismicidad/informes/2023/06/200961.html
2023-06-17,14:57:35,14:00 - 15:00,Central Hours,2.5,Ml,<3,116,intermediate,67 km al S de Ollagüe,-21.797,-68.449,https://www.sismologia.cl/sismicidad/informes/2023/06/200948.html
2023-06-17,14:22:59,14:00 - 15:00,Central Hours,3.2,Ml,3-3.9,131,intermediate,55 km al S de Ollagüe,-21.699,-68.399,https://www.sismologia.cl/sismicidad/informes/2023/06/200944.html
2023-06-17,09:43:08,9:00 - 10:00,Central Hours,3.8,Ml,3-3.9,253,deep,62 km al NE de Socaire,-23.28,-67.38,https://www.sismologia.cl/sismicidad/informes/2023/06/200926.html
2023-06-17,07:18:17,7:00 - 8:00,Early Hours,2.9,Ml,<3,253,deep,75 km al S de Socaire,-24.262,-67.958,https://www.sismologia.cl/sismicidad/informes/2023/06/200915.html
2023-06-17,06:50:12,6:00 - 7:00,Early Hours,3.6,Ml,3-3.9,124,intermediate,46 km al SO de Ollagüe,-21.537,-68.551,https://www.sismologia.cl/sismicidad/informes/2023/06/200913.html
2023-06-17,06:20:09,6:00 - 7:00,Early Hours,2.7,Ml,<3,232,intermediate,66 km al SE de Socaire,-24.112,-67.577,https://www.sismologia.cl/sismicidad/informes/2023/06/200912.html
2023-06-17,05:35:35,5:00 - 6:00,Early Hours,3.0,Ml,3-3.9,104,intermediate,42 km al SO de Mina Collahuasi,-21.088,-68.95,https://www.sismologia.cl/sismicidad/informes/2023/06/200907.html
2023-06-17,04:19:25,4:00 - 5:00,Early Hours,3.3,Ml,3-3.9,102,intermediate,40 km al NE de Quillagua,-21.467,-69.206,https://www.sismologia.cl/sismicidad/informes/2023/06/200904.html
2023-06-17,03:25:23,3:00 - 4:00,Early Hours,3.1,Ml,3-3.9,39,shallow,46 km al N de Chañaral.,-25.934,-70.684,https://www.sismologia.cl/sismicidad/informes/2023/06/200900.html
2023-06-17,03:22:25,3:00 - 4:00,Early Hours,2.6,Ml,<3,156,intermediate,36 km al SE de Calama,-22.635,-68.623,https://www.sismologia.cl/sismicidad/informes/2023/06/200899.html
2023-06-17,02:20:25,2:00 - 3:00,Early Hours,3.5,Ml,3-3.9,65,intermediate,11 km al O de Chañaral.,-26.347,-70.735,https://www.sismologia.cl/sismicidad/informes/2023/06/200897.html
2023-06-17,02:18:48,2:00 - 3:00,Early Hours,4.0,Ml,4-4.9,260,deep,95 km al NE de Socaire,-23.098,-67.128,https://www.sismologia.cl/sismicidad/informes/2023/06/200895.html
2023-06-17,00:35:42,0:00 - 1:00,Early Hours,3.0,Ml,3-3.9,115,intermediate,34 km al S de Pica,-20.775,-69.215,https://www.sismologia.cl/sismicidad/informes/2023/06/200883.html
2023-06-17,00:29:43,0:00 - 1:00,Early Hours,2.8,Ml,<3,11,shallow,101 km al O de Tongoy,-30.406,-72.537,https://www.sismologia.cl/sismicidad/informes/2023/06/200881.html
2023-06-17,22:36:18,22:00 - 23:00,Later Hours,2.9,Ml,<3,29,shallow,84 km al O de Tongoy,-30.432,-72.343,https://www.sismologia.cl/sismicidad/informes/2023/06/200871.html
2023-06-17,22:30:22,22:00 - 23:00,Later Hours,3.0,Ml,3-3.9,35,shallow,70 km al O de Tongoy,-30.479,-72.176,https://www.sismologia.cl/sismicidad/informes/2023/06/200869.html
2023-06-17,21:09:16,21:00 - 22:00,Later Hours,3.2,Ml,3-3.9,108,intermediate,81 km al SO de San Pedro de Atacama,-23.443,-68.748,https://www.sismologia.cl/sismicidad/informes/2023/06/200864.html
2023-06-17,20:34:01,20:00 - 21:00,Later Hours,2.5,Ml,<3,50,intermediate,24 km al SE de Huasco,-28.663,-71.118,https://www.sismologia.cl/sismicidad/informes/2023/06/200857.html
2023-06-16,19:48:21,19:00 - 20:00,Later Hours,4.1,Ml,4-4.9,43,shallow,60 km al SO de Alto Hospicio,-20.63,-70.534,https://www.sismologia.cl/sismicidad/informes/2023/06/200852.html
2023-06-16,19:20:06,19:00 - 20:00,Later Hours,2.8,Ml,<3,40,shallow,19 km al NE de Concepción,-36.731,-72.873,https://www.sismologia.cl/sismicidad/informes/2023/06/200851.html
2023-06-16,19:03:05,19:00 - 20:00,Later Hours,3.1,Ml,3-3.9,242,intermediate,134 km al NE de Socaire,-22.908,-66.814,https://www.sismologia.cl/sismicidad/informes/2023/06/200850.html
2023-06-16,17:30:38,17:00 - 18:00,Later Hours,3.1,Ml,3-3.9,90,intermediate,37 km al S de Sierra Gorda.,-23.215,-69.193,https://www.sismologia.cl/sismicidad/informes/2023/06/200842.html
2023-06-16,17:25:06,17:00 - 18:00,Later Hours,2.5,Ml,<3,128,intermediate,28 km al SO de Calama,-22.617,-69.147,https://www.sismologia.cl/sismicidad/informes/2023/06/200841.html
2023-06-16,16:31:43,16:00 - 17:00,Later Hours,2.5,Ml,<3,103,intermediate,34 km al NE de Calama,-22.252,-68.698,https://www.sismologia.cl/sismicidad/informes/2023/06/200838.html
2023-06-16,15:19:41,15:00 - 16:00,Central Hours,3.5,Ml,3-3.9,20,shallow,39 km al O de Valparaíso,-33.04,-72.029,https://www.sismologia.cl/sismicidad/informes/2023/06/200827.html
2023-06-16,14:51:15,14:00 - 15:00,Central Hours,3.2,Ml,3-3.9,249,intermediate,103 km al NE de Socaire,-22.996,-67.12,https://www.sismologia.cl/sismicidad/informes/2023/06/200821.html
2023-06-16,14:19:33,14:00 - 15:00,Central Hours,2.9,Ml,<3,112,intermediate,19 km al NE de Rancagua,-34.022,-70.623,https://www.sismologia.cl/sismicidad/informes/2023/06/200814.html
2023-06-16,13:50:49,13:00 - 14:00,Central Hours,3.0,Ml,3-3.9,35,shallow,65 km al O de Tongoy,-30.494,-72.118,https://www.sismologia.cl/sismicidad/informes/2023/06/200809.html
2023-06-16,13:35:54,13:00 - 14:00,Central Hours,2.8,Ml,<3,34,shallow,58 km al O de Tongoy,-30.474,-72.046,https://www.sismologia.cl/sismicidad/informes/2023/06/200806.html
2023-06-16,13:03:30,13:00 - 14:00,Central Hours,3.1,Ml,3-3.9,105,intermediate,26 km al E de Calama,-22.384,-68.694,https://www.sismologia.cl/sismicidad/informes/2023/06/200804.html
2023-06-16,12:46:12,12:00 - 13:00,Central Hours,2.8,Ml,<3,32,shallow,42 km al O de La Serena,-29.882,-71.683,https://www.sismologia.cl/sismicidad/informes/2023/06/200800.html
2023-06-16,10:08:08,10:00 - 11:00,Central Hours,2.7,Ml,<3,208,intermediate,60 km al SE de Socaire,-24.09,-67.657,https://www.sismologia.cl/sismicidad/informes/2023/06/200795.html
2023-06-16,09:52:37,9:00 - 10:00,Central Hours,3.0,Ml,3-3.9,119,intermediate,57 km al SO de Ollagüe,-21.643,-68.568,https://www.sismologia.cl/sismicidad/informes/2023/06/200791.html
2023-06-16,08:58:25,8:00 - 9:00,Central Hours,4.7,Mw,4-4.9,197,intermediate,102 km al SE de Socaire,-24.259,-67.211,https://www.sismologia.cl/sismicidad/informes/2023/06/200786.html
2023-06-16,08:56:09,8:00 - 9:00,Central Hours,2.8,Ml,<3,143,intermediate,32 km al S de Ollagüe,-21.497,-68.146,https://www.sismologia.cl/sismicidad/informes/2023/06/200784.html
2023-06-16,08:19:32,8:00 - 9:00,Central Hours,3.0,Ml,3-3.9,161,intermediate,48 km al E de Mina Los Pelambres,-31.801,-70.079,https://www.sismologia.cl/sismicidad/informes/2023/06/200779.html
2023-06-16,07:39:35,7:00 - 8:00,Early Hours,2.5,Ml,<3,34,shallow,56 km al SO de Tongoy,-30.496,-72.008,https://www.sismologia.cl/sismicidad/informes/2023/06/200776.html
2023-06-16,07:29:28,7:00 - 8:00,Early Hours,2.9,Ml,<3,36,shallow,66 km al O de Tongoy,-30.475,-72.133,https://www.sismologia.cl/sismicidad/informes/2023/06/200775.html
2023-06-16,07:19:26,7:00 - 8:00,Early Hours,3.1,Ml,3-3.9,139,intermediate,25 km al SO de Ollagüe,-21.389,-68.415,https://www.sismologia.cl/sismicidad/informes/2023/06/200772.html
2023-06-16,06:27:18,6:00 - 7:00,Early Hours,3.3,Ml,3-3.9,38,shallow,74 km al O de Tongoy,-30.466,-72.222,https://www.sismologia.cl/sismicidad/informes/2023/06/200769.html
2023-06-16,05:54:33,5:00 - 6:00,Early Hours,2.7,Ml,<3,31,shallow,36 km al SO de Los Vilos,-32.153,-71.773,https://www.sismologia.cl/sismicidad/informes/2023/06/200766.html
2023-06-16,05:38:32,5:00 - 6:00,Early Hours,3.6,Ml,3-3.9,34,shallow,67 km al O de Tongoy,-30.466,-72.153,https://www.sismologia.cl/sismicidad/informes/2023/06/200761.html
2023-06-16,05:07:50,5:00 - 6:00,Early Hours,4.1,Ml,4-4.9,33,shallow,70 km al O de Tongoy,-30.486,-72.17,https://www.sismologia.cl/sismicidad/informes/2023/06/200756.html
2023-06-16,04:40:56,4:00 - 5:00,Early Hours,3.4,Ml,3-3.9,35,shallow,71 km al O de Tongoy,-30.475,-72.193,https://www.sismologia.cl/sismicidad/informes/2023/06/200754.html
2023-06-16,03:31:33,3:00 - 4:00,Early Hours,2.7,Ml,<3,85,intermediate,27 km al O de Calama,-22.552,-69.178,https://www.sismologia.cl/sismicidad/informes/2023/06/200749.html
2023-06-16,03:09:06,3:00 - 4:00,Early Hours,3.1,Ml,3-3.9,34,shallow,37 km al S de Huasco,-28.798,-71.28,https://www.sismologia.cl/sismicidad/informes/2023/06/200747.html
2023-06-16,01:45:03,1:00 - 2:00,Early Hours,2.6,Ml,<3,131,intermediate,58 km al SO de Ollagüe,-21.697,-68.5,https://www.sismologia.cl/sismicidad/informes/2023/06/200744.html
2023-06-16,01:30:01,1:00 - 2:00,Early Hours,2.5,Ml,<3,28,shallow,6 km al SO de Huasco,-28.505,-71.266,https://www.sismologia.cl/sismicidad/informes/2023/06/200742.html
2023-06-16,01:20:44,1:00 - 2:00,Early Hours,3.0,Ml,3-3.9,235,intermediate,60 km al S de Socaire,-24.123,-67.803,https://www.sismologia.cl/sismicidad/informes/2023/06/200741.html
2023-06-16,01:12:38,1:00 - 2:00,Early Hours,3.4,Ml,3-3.9,125,intermediate,50 km al E de El Salvador,-26.338,-69.132,https://www.sismologia.cl/sismicidad/informes/2023/06/200739.html
2023-06-16,23:27:26,23:00 - 24:00,Later Hours,2.7,Ml,<3,30,shallow,51 km al N de Valparaíso,-32.603,-71.748,https://www.sismologia.cl/sismicidad/informes/2023/06/200734.html
2023-06-16,23:01:56,23:00 - 24:00,Later Hours,2.9,Ml,<3,115,intermediate,55 km al SO de Mina Collahuasi,-21.163,-69.05,https://www.sismologia.cl/sismicidad/informes/2023/06/200732.html
2023-06-16,22:52:23,22:00 - 23:00,Later Hours,3.7,Ml,3-3.9,208,intermediate,92 km al SE de Socaire,-24.302,-67.437,https://www.sismologia.cl/sismicidad/informes/2023/06/200730.html
2023-06-16,21:32:13,21:00 - 22:00,Later Hours,2.7,Ml,<3,93,intermediate,16 km al SE de Camiña,-19.419,-69.325,https://www.sismologia.cl/sismicidad/informes/2023/06/200727.html
2023-06-15,19:54:11,19:00 - 20:00,Later Hours,3.1,Ml,3-3.9,232,intermediate,60 km al S de Socaire,-24.109,-67.718,https://www.sismologia.cl/sismicidad/informes/2023/06/200725.html
2023-06-15,19:26:08,19:00 - 20:00,Later Hours,3.1,Ml,3-3.9,252,deep,78 km al SE de Socaire,-24.142,-67.413,https://www.sismologia.cl/sismicidad/informes/2023/06/200722.html
2023-06-15,16:09:22,16:00 - 17:00,Later Hours,2.8,Ml,<3,244,intermediate,36 km al E de Socaire,-23.648,-67.542,https://www.sismologia.cl/sismicidad/informes/2023/06/200707.html
2023-06-15,15:30:35,15:00 - 16:00,Central Hours,2.5,Ml,<3,78,intermediate,1 km al S de Curicó,-34.995,-71.239,https://www.sismologia.cl/sismicidad/informes/2023/06/200702.html
2023-06-15,15:07:35,15:00 - 16:00,Central Hours,5.4,Mww,5-5.9,46,shallow,20 km al SE de Pichilemu,-34.516,-71.852,https://www.sismologia.cl/sismicidad/informes/2023/06/200697.html
2023-06-15,15:03:17,15:00 - 16:00,Central Hours,3.7,Ml,3-3.9,153,intermediate,88 km al SE de Socaire,-23.976,-67.14,https://www.sismologia.cl/sismicidad/informes/2023/06/200699.html
2023-06-15,13:06:15,13:00 - 14:00,Central Hours,3.8,Ml,3-3.9,139,intermediate,27 km al NE de Mina Los Pelambres,-31.675,-70.354,https://www.sismologia.cl/sismicidad/informes/2023/06/200684.html
2023-06-15,12:42:44,12:00 - 13:00,Central Hours,3.4,Ml,3-3.9,241,intermediate,104 km al NE de Socaire,-23.044,-67.058,https://www.sismologia.cl/sismicidad/informes/2023/06/200683.html
2023-06-15,12:06:34,12:00 - 13:00,Central Hours,3.0,Ml,3-3.9,118,intermediate,66 km al SO de Ollagüe,-21.694,-68.637,https://www.sismologia.cl/sismicidad/informes/2023/06/200682.html
2023-06-15,10:09:32,10:00 - 11:00,Central Hours,3.1,Ml,3-3.9,272,deep,53 km al S de Socaire,-24.045,-68.044,https://www.sismologia.cl/sismicidad/informes/2023/06/200678.html
2023-06-15,07:35:28,7:00 - 8:00,Early Hours,3.0,Ml,3-3.9,115,intermediate,49 km al SO de Mina Collahuasi,-21.174,-68.952,https://www.sismologia.cl/sismicidad/informes/2023/06/200667.html
2023-06-15,07:30:12,7:00 - 8:00,Early Hours,2.6,Ml,<3,138,intermediate,55 km al SO de Ollagüe,-21.675,-68.474,https://www.sismologia.cl/sismicidad/informes/2023/06/200666.html
2023-06-15,04:53:14,4:00 - 5:00,Early Hours,3.3,Ml,3-3.9,103,intermediate,24 km al SE de Calama,-22.564,-68.718,https://www.sismologia.cl/sismicidad/informes/2023/06/200656.html
2023-06-15,04:15:52,4:00 - 5:00,Early Hours,3.6,Ml,3-3.9,152,intermediate,26 km al SO de Visviri,-17.712,-69.691,https://www.sismologia.cl/sismicidad/informes/2023/06/200655.html
2023-06-15,02:22:17,2:00 - 3:00,Early Hours,3.1,Ml,3-3.9,98,intermediate,18 km al N de Paihuano,-29.868,-70.485,https://www.sismologia.cl/sismicidad/informes/2023/06/200650.html
2023-06-15,20:51:29,20:00 - 21:00,Later Hours,2.9,Ml,<3,24,shallow,19 km al O de Canela Baja,-31.452,-71.65,https://www.sismologia.cl/sismicidad/informes/2023/06/200630.html
2023-06-15,20:11:34,20:00 - 21:00,Later Hours,2.9,Ml,<3,111,intermediate,47 km al SO de Mina Collahuasi,-21.148,-68.945,https://www.sismologia.cl/sismicidad/informes/2023/06/200625.html
2023-06-14,19:18:55,19:00 - 20:00,Later Hours,2.5,Ml,<3,80,intermediate,29 km al SE de Chillán,-36.81,-71.905,https://www.sismologia.cl/sismicidad/informes/2023/06/200623.html
2023-06-14,19:14:01,19:00 - 20:00,Later Hours,2.5,Ml,<3,86,intermediate,19 km al S de Curicó,-35.154,-71.245,https://www.sismologia.cl/sismicidad/informes/2023/06/200620.html
2023-06-14,18:51:44,18:00 - 19:00,Later Hours,3.1,Ml,3-3.9,113,intermediate,50 km al SO de Mina Collahuasi,-21.241,-68.845,https://www.sismologia.cl/sismicidad/informes/2023/06/200618.html
2023-06-14,15:52:12,15:00 - 16:00,Central Hours,2.7,Ml,<3,26,shallow,16 km al O de Huasco,-28.514,-71.38,https://www.sismologia.cl/sismicidad/informes/2023/06/200606.html
2023-06-14,15:23:07,15:00 - 16:00,Central Hours,2.7,Ml,<3,210,intermediate,101 km al NE de San Pedro de Atacama,-22.162,-67.658,https://www.sismologia.cl/sismicidad/informes/2023/06/200604.html
2023-06-14,15:18:24,15:00 - 16:00,Central Hours,3.3,Ml,3-3.9,40,shallow,27 km al N de Los Vilos,-31.678,-71.591,https://www.sismologia.cl/sismicidad/informes/2023/06/200602.html
2023-06-14,15:15:09,15:00 - 16:00,Central Hours,2.9,Ml,<3,29,shallow,62 km al NO de Cobquecura,-35.733,-73.282,https://www.sismologia.cl/sismicidad/informes/2023/06/200600.html
2023-06-14,14:25:05,14:00 - 15:00,Central Hours,3.4,Ml,3-3.9,119,intermediate,34 km al E de Camiña,-19.247,-69.11,https://www.sismologia.cl/sismicidad/informes/2023/06/200590.html
2023-06-14,13:41:07,13:00 - 14:00,Central Hours,3.6,Ml,3-3.9,120,intermediate,59 km al S de Mina Collahuasi,-21.333,-68.817,https://www.sismologia.cl/sismicidad/informes/2023/06/200588.html
2023-06-14,13:32:42,13:00 - 14:00,Central Hours,2.9,Ml,<3,95,intermediate,54 km al SO de Mina Collahuasi,-21.21,-68.978,https://www.sismologia.cl/sismicidad/informes/2023/06/200584.html
2023-06-14,13:16:00,13:00 - 14:00,Central Hours,2.5,M,<3,104,intermediate,53 km al SO de Ollagüe,-21.657,-68.474,https://www.sismologia.cl/sismicidad/informes/2023/06/200582.html
2023-06-14,13:05:36,13:00 - 14:00,Central Hours,2.5,Ml,<3,134,intermediate,79 km al SE de Paihuano,-30.602,-70.031,https://www.sismologia.cl/sismicidad/informes/2023/06/200580.html
2023-06-14,11:29:41,11:00 - 12:00,Central Hours,3.7,Ml,3-3.9,30,shallow,53 km al NO de Cobquecura,-35.812,-73.233,https://www.sismologia.cl/sismicidad/informes/2023/06/200572.html
2023-06-14,11:02:46,11:00 - 12:00,Central Hours,2.9,Ml,<3,98,intermediate,42 km al O de Ollagüe,-21.329,-68.643,https://www.sismologia.cl/sismicidad/informes/2023/06/200570.html
2023-06-14,10:52:29,10:00 - 11:00,Central Hours,2.8,Ml,<3,135,intermediate,50 km al SO de Ollagüe,-21.58,-68.552,https://www.sismologia.cl/sismicidad/informes/2023/06/200569.html
