utc_date,local_time,hour_category,part_of_the_day,magnitude,magnitude_unit,magnitude_category,depth_(km),depth_category,location,latitude,longitude,url
2023-06-14,07:58:39,7:00 - 8:00,Early Hours,3.0,Ml,3-3.9,108,intermediate,29 km al E de Calama,-22.406,-68.66,https://www.sismologia.cl/sismicidad/informes/2023/06/200563.html
2023-06-14,07:11:45,7:00 - 8:00,Early Hours,3.1,Ml,3-3.9,112,intermediate,57 km al SO de Ollagüe,-21.558,-68.667,https://www.sismologia.cl/sismicidad/informes/2023/06/200560.html
2023-06-14,06:56:09,6:00 - 7:00,Early Hours,2.8,Ml,<3,39,shallow,57 km al NO de Mejillones,-22.662,-70.731,https://www.sismologia.cl/sismicidad/informes/2023/06/200558.html
2023-06-14,05:27:10,5:00 - 6:00,Early Hours,2.9,Ml,<3,42,shallow,21 km al N de Mejillones,-22.914,-70.463,https://www.sismologia.cl/sismicidad/informes/2023/06/200548.html
2023-06-14,03:28:37,3:00 - 4:00,Early Hours,3.9,Ml,3-3.9,35,shallow,57 km al NO de Cobquecura,-35.781,-73.258,https://www.sismologia.cl/sismicidad/informes/2023/06/200543.html
2023-06-14,03:20:18,3:00 - 4:00,Early Hours,3.0,Ml,3-3.9,42,shallow,62 km al SO de Alto Hospicio,-20.643,-70.538,https://www.sismologia.cl/sismicidad/informes/2023/06/200541.html
2023-06-14,01:38:30,1:00 - 2:00,Early Hours,3.9,Ml,3-3.9,34,shallow,61 km al NO de Cobquecura,-35.752,-73.278,https://www.sismologia.cl/sismicidad/informes/2023/06/200534.html
2023-06-14,01:28:44,1:00 - 2:00,Early Hours,3.8,Ml,3-3.9,32,shallow,63 km al NO de Cobquecura,-35.754,-73.314,https://www.sismologia.cl/sismicidad/informes/2023/06/200530.html
2023-06-14,23:32:34,23:00 - 24:00,Later Hours,3.0,Ml,3-3.9,107,intermediate,16 km al S de Calama,-22.605,-68.982,https://www.sismologia.cl/sismicidad/informes/2023/06/200523.html
2023-06-14,22:14:45,22:00 - 23:00,Later Hours,2.9,Ml,<3,32,shallow,11 km al O de Huasco,-28.485,-71.335,https://www.sismologia.cl/sismicidad/informes/2023/06/200520.html
2023-06-14,22:11:58,22:00 - 23:00,Later Hours,3.5,Ml,3-3.9,91,intermediate,22 km al O de Calama,-22.546,-69.126,https://www.sismologia.cl/sismicidad/informes/2023/06/200518.html
2023-06-14,21:09:56,21:00 - 22:00,Later Hours,3.1,Ml,3-3.9,55,intermediate,50 km al SO de Caldera,-27.472,-71.054,https://www.sismologia.cl/sismicidad/informes/2023/06/200511.html
2023-06-14,20:10:28,20:00 - 21:00,Later Hours,2.9,Ml,<3,130,intermediate,21 km al N de Colina,-33.015,-70.676,https://www.sismologia.cl/sismicidad/informes/2023/06/200506.html
2023-06-13,17:24:48,17:00 - 18:00,Later Hours,3.0,Ml,3-3.9,163,intermediate,31 km al SE de Termas del Flaco,-35.174,-70.225,https://www.sismologia.cl/sismicidad/informes/2023/06/200498.html
2023-06-13,11:00:05,11:00 - 12:00,Central Hours,2.7,Ml,<3,37,shallow,46 km al SO de Taltal,-25.793,-70.659,https://www.sismologia.cl/sismicidad/informes/2023/06/200470.html
2023-06-13,09:19:16,9:00 - 10:00,Central Hours,3.2,Ml,3-3.9,50,intermediate,8 km al N de Huasco,-28.397,-71.217,https://www.sismologia.cl/sismicidad/informes/2023/06/200463.html
2023-06-13,06:31:56,6:00 - 7:00,Early Hours,2.6,Ml,<3,103,intermediate,32 km al SO de Mina Collahuasi,-20.976,-68.919,https://www.sismologia.cl/sismicidad/informes/2023/06/200457.html
2023-06-13,05:47:28,5:00 - 6:00,Early Hours,2.7,Ml,<3,110,intermediate,48 km al SO de Mina Collahuasi,-21.131,-68.982,https://www.sismologia.cl/sismicidad/informes/2023/06/200456.html
2023-06-13,04:21:16,4:00 - 5:00,Early Hours,3.2,Ml,3-3.9,15,shallow,188 km al NO de Constitución,-34.42,-74.145,https://www.sismologia.cl/sismicidad/informes/2023/06/200447.html
2023-06-13,03:58:57,3:00 - 4:00,Early Hours,2.8,Ml,<3,108,intermediate,38 km al SO de Mina Collahuasi,-20.97,-68.986,https://www.sismologia.cl/sismicidad/informes/2023/06/200445.html
2023-06-13,03:35:17,3:00 - 4:00,Early Hours,3.0,Ml,3-3.9,103,intermediate,44 km al E de Sierra Gorda.,-22.92,-68.887,https://www.sismologia.cl/sismicidad/informes/2023/06/200439.html
2023-06-13,01:47:46,1:00 - 2:00,Early Hours,2.6,Ml,<3,109,intermediate,40 km al SE de Pica,-20.815,-69.172,https://www.sismologia.cl/sismicidad/informes/2023/06/200430.html
2023-06-13,00:44:37,0:00 - 1:00,Early Hours,2.8,Ml,<3,37,shallow,53 km al NO de Valdivia,-39.539,-73.75,https://www.sismologia.cl/sismicidad/informes/2023/06/200425.html
2023-06-13,20:29:27,20:00 - 21:00,Later Hours,2.6,Ml,<3,32,shallow,54 km al SO de Tongoy,-30.482,-71.997,https://www.sismologia.cl/sismicidad/informes/2023/06/200414.html
2023-06-12,18:59:45,18:00 - 19:00,Later Hours,3.1,Ml,3-3.9,40,shallow,44 km al SO de Mejillones,-23.378,-70.753,https://www.sismologia.cl/sismicidad/informes/2023/06/200410.html
2023-06-12,18:34:40,18:00 - 19:00,Later Hours,3.0,Ml,3-3.9,94,intermediate,38 km al S de Calama,-22.812,-68.876,https://www.sismologia.cl/sismicidad/informes/2023/06/200409.html
2023-06-12,14:03:53,14:00 - 15:00,Central Hours,2.7,Ml,<3,24,shallow,45 km al SO de Los Vilos,-32.262,-71.745,https://www.sismologia.cl/sismicidad/informes/2023/06/200386.html
2023-06-12,12:46:00,12:00 - 13:00,Central Hours,2.5,Ml,<3,105,intermediate,74 km al NE de Calama,-21.896,-68.574,https://www.sismologia.cl/sismicidad/informes/2023/06/200380.html
2023-06-12,11:45:32,11:00 - 12:00,Central Hours,2.8,Ml,<3,108,intermediate,32 km al SO de Calama,-22.734,-69.042,https://www.sismologia.cl/sismicidad/informes/2023/06/200377.html
2023-06-12,10:15:23,10:00 - 11:00,Central Hours,2.6,Ml,<3,70,intermediate,6 km al SO de Linares,-35.885,-71.638,https://www.sismologia.cl/sismicidad/informes/2023/06/200367.html
2023-06-12,09:01:34,9:00 - 10:00,Central Hours,3.4,Ml,3-3.9,146,intermediate,23 km al N de Ollagüe,-21.022,-68.303,https://www.sismologia.cl/sismicidad/informes/2023/06/200365.html
2023-06-12,07:08:16,7:00 - 8:00,Early Hours,2.7,Ml,<3,46,shallow,54 km al NO de Quillagua,-21.316,-69.906,https://www.sismologia.cl/sismicidad/informes/2023/06/200357.html
2023-06-12,04:51:44,4:00 - 5:00,Early Hours,3.4,Ml,3-3.9,96,intermediate,60 km al N de Pica,-19.976,-69.153,https://www.sismologia.cl/sismicidad/informes/2023/06/200348.html
2023-06-12,03:51:58,3:00 - 4:00,Early Hours,3.1,Ml,3-3.9,112,intermediate,36 km al NO de Mina Collahuasi,-20.686,-68.966,https://www.sismologia.cl/sismicidad/informes/2023/06/200338.html
2023-06-12,01:08:08,1:00 - 2:00,Early Hours,3.2,Ml,3-3.9,54,intermediate,61 km al NE de Vallenar,-28.196,-70.3,https://www.sismologia.cl/sismicidad/informes/2023/06/200327.html
2023-06-12,00:25:09,0:00 - 1:00,Early Hours,3.2,Ml,3-3.9,124,intermediate,55 km al SO de Ollagüe,-21.66,-68.508,https://www.sismologia.cl/sismicidad/informes/2023/06/200317.html
2023-06-12,21:42:48,21:00 - 22:00,Later Hours,2.8,Ml,<3,39,shallow,41 km al O de La Ligua,-32.556,-71.655,https://www.sismologia.cl/sismicidad/informes/2023/06/200302.html
2023-06-11,18:43:53,18:00 - 19:00,Later Hours,2.6,Ml,<3,25,shallow,37 km al S de Taltal,-25.735,-70.401,https://www.sismologia.cl/sismicidad/informes/2023/06/200297.html
2023-06-11,18:16:38,18:00 - 19:00,Later Hours,3.3,Ml,3-3.9,62,intermediate,50 km al S de Taltal,-25.839,-70.328,https://www.sismologia.cl/sismicidad/informes/2023/06/200294.html
2023-06-11,16:35:24,16:00 - 17:00,Later Hours,4.5,Mw,4-4.9,106,intermediate,51 km al N de Calama,-22.025,-68.812,https://www.sismologia.cl/sismicidad/informes/2023/06/200281.html
2023-06-11,12:44:32,12:00 - 13:00,Central Hours,2.6,Ml,<3,229,intermediate,66 km al S de Socaire,-24.166,-67.733,https://www.sismologia.cl/sismicidad/informes/2023/06/200262.html
2023-06-11,12:10:07,12:00 - 13:00,Central Hours,2.6,Ml,<3,85,intermediate,31 km al SE de Calama,-22.725,-68.809,https://www.sismologia.cl/sismicidad/informes/2023/06/200260.html
2023-06-11,11:29:12,11:00 - 12:00,Central Hours,2.6,Ml,<3,45,shallow,8 km al S de Huasco,-28.531,-71.196,https://www.sismologia.cl/sismicidad/informes/2023/06/200256.html
2023-06-11,10:28:47,10:00 - 11:00,Central Hours,3.9,Ml,3-3.9,69,intermediate,21 km al O de La Higuera,-29.521,-71.421,https://www.sismologia.cl/sismicidad/informes/2023/06/200249.html
2023-06-11,09:11:44,9:00 - 10:00,Central Hours,3.0,Ml,3-3.9,15,shallow,26 km al O de Putre,-18.275,-69.792,https://www.sismologia.cl/sismicidad/informes/2023/06/200243.html
2023-06-11,07:46:37,7:00 - 8:00,Early Hours,2.5,Ml,<3,27,shallow,55 km al O de Lebu,-37.678,-74.274,https://www.sismologia.cl/sismicidad/informes/2023/06/200233.html
2023-06-11,03:02:07,3:00 - 4:00,Early Hours,3.2,Ml,3-3.9,37,shallow,55 km al SO de Los Vilos,-32.263,-71.921,https://www.sismologia.cl/sismicidad/informes/2023/06/200220.html
2023-06-11,02:55:34,2:00 - 3:00,Early Hours,3.0,Ml,3-3.9,28,shallow,30 km al NO de Quillagua,-21.427,-69.683,https://www.sismologia.cl/sismicidad/informes/2023/06/200218.html
2023-06-11,01:46:08,1:00 - 2:00,Early Hours,3.7,Ml,3-3.9,21,shallow,180 km al O de Lebu,-38.035,-75.629,https://www.sismologia.cl/sismicidad/informes/2023/06/200211.html
2023-06-11,00:57:56,0:00 - 1:00,Early Hours,4.4,Ml,4-4.9,115,intermediate,47 km al SO de Mina Collahuasi,-21.102,-68.995,https://www.sismologia.cl/sismicidad/informes/2023/06/200206.html
2023-06-11,23:58:00,23:00 - 24:00,Later Hours,2.8,Ml,<3,64,intermediate,13 km al N de Santa Cruz,-34.532,-71.403,https://www.sismologia.cl/sismicidad/informes/2023/06/200200.html
2023-06-11,23:35:24,23:00 - 24:00,Later Hours,3.0,Ml,3-3.9,118,intermediate,31 km al S de Mina Collahuasi,-21.102,-68.64,https://www.sismologia.cl/sismicidad/informes/2023/06/200199.html
2023-06-11,22:10:43,22:00 - 23:00,Later Hours,2.6,Ml,<3,105,intermediate,30 km al SO de Mina Collahuasi,-20.971,-68.902,https://www.sismologia.cl/sismicidad/informes/2023/06/200193.html
2023-06-11,21:15:46,21:00 - 22:00,Later Hours,3.0,Ml,3-3.9,136,intermediate,57 km al NE de Camiña,-18.932,-69.06,https://www.sismologia.cl/sismicidad/informes/2023/06/200192.html
2023-06-11,20:12:17,20:00 - 21:00,Later Hours,2.6,Ml,<3,109,intermediate,11 km al NE de Ollagüe,-21.133,-68.213,https://www.sismologia.cl/sismicidad/informes/2023/06/200189.html
2023-06-10,16:35:46,16:00 - 17:00,Later Hours,2.7,Ml,<3,115,intermediate,31 km al NO de Mina Collahuasi,-20.601,-68.826,https://www.sismologia.cl/sismicidad/informes/2023/06/200176.html
2023-06-10,11:33:08,11:00 - 12:00,Central Hours,2.8,Ml,<3,18,shallow,11 km al N de Quillagua,-21.56,-69.533,https://www.sismologia.cl/sismicidad/informes/2023/06/200144.html
2023-06-10,11:06:48,11:00 - 12:00,Central Hours,4.5,Mw,4-4.9,6,shallow,10 km al N de Quillagua,-21.573,-69.539,https://www.sismologia.cl/sismicidad/informes/2023/06/200136.html
2023-06-10,09:40:53,9:00 - 10:00,Central Hours,2.5,Ml,<3,111,intermediate,26 km al NO de Mina Collahuasi,-20.704,-68.868,https://www.sismologia.cl/sismicidad/informes/2023/06/200129.html
2023-06-10,09:21:06,9:00 - 10:00,Central Hours,4.5,Mw,4-4.9,49,shallow,20 km al NO de Punitaqui,-30.731,-71.437,https://www.sismologia.cl/sismicidad/informes/2023/06/200125.html
2023-06-10,06:41:04,6:00 - 7:00,Early Hours,3.2,Ml,3-3.9,107,intermediate,49 km al SO de Mina Collahuasi,-21.228,-68.85,https://www.sismologia.cl/sismicidad/informes/2023/06/200117.html
2023-06-10,05:27:33,5:00 - 6:00,Early Hours,2.5,Ml,<3,91,intermediate,47 km al NE de Pica,-20.12,-69.115,https://www.sismologia.cl/sismicidad/informes/2023/06/200113.html
2023-06-10,04:53:08,4:00 - 5:00,Early Hours,3.0,Ml,3-3.9,250,deep,68 km al S de Socaire,-24.2,-67.913,https://www.sismologia.cl/sismicidad/informes/2023/06/200111.html
2023-06-10,03:55:47,3:00 - 4:00,Early Hours,4.1,Ml,4-4.9,236,intermediate,87 km al SE de Socaire,-24.152,-67.299,https://www.sismologia.cl/sismicidad/informes/2023/06/200107.html
2023-06-10,03:24:31,3:00 - 4:00,Early Hours,4.3,Mw,4-4.9,226,intermediate,82 km al SE de Socaire,-24.126,-67.341,https://www.sismologia.cl/sismicidad/informes/2023/06/200105.html
2023-06-10,02:50:35,2:00 - 3:00,Early Hours,2.8,Ml,<3,42,shallow,41 km al NO de Quillagua,-21.4,-69.814,https://www.sismologia.cl/sismicidad/informes/2023/06/200102.html
2023-06-10,01:53:01,1:00 - 2:00,Early Hours,3.0,Ml,3-3.9,113,intermediate,64 km al NE de Calama,-22.056,-68.492,https://www.sismologia.cl/sismicidad/informes/2023/06/200100.html
2023-06-10,01:12:28,1:00 - 2:00,Early Hours,2.9,Ml,<3,39,shallow,31 km al NO de Los Vilos,-31.762,-71.792,https://www.sismologia.cl/sismicidad/informes/2023/06/200096.html
2023-06-10,22:25:56,22:00 - 23:00,Later Hours,2.6,Ml,<3,87,intermediate,45 km al S de Camiña,-19.722,-69.417,https://www.sismologia.cl/sismicidad/informes/2023/06/200088.html
2023-06-10,22:16:10,22:00 - 23:00,Later Hours,3.1,Ml,3-3.9,238,intermediate,46 km al S de Socaire,-24.007,-67.914,https://www.sismologia.cl/sismicidad/informes/2023/06/200087.html
2023-06-10,21:24:21,21:00 - 22:00,Later Hours,3.7,Ml,3-3.9,213,intermediate,83 km al NE de San Pedro de Atacama,-22.263,-67.822,https://www.sismologia.cl/sismicidad/informes/2023/06/200085.html
2023-06-10,20:27:53,20:00 - 21:00,Later Hours,3.7,Ml,3-3.9,238,intermediate,67 km al S de Socaire,-24.189,-67.801,https://www.sismologia.cl/sismicidad/informes/2023/06/200082.html
2023-06-10,20:23:43,20:00 - 21:00,Later Hours,2.7,Ml,<3,110,intermediate,27 km al SO de Mina Collahuasi,-21.041,-68.781,https://www.sismologia.cl/sismicidad/informes/2023/06/200079.html
2023-06-09,18:06:17,18:00 - 19:00,Later Hours,2.5,Ml,<3,133,intermediate,33 km al E de Mina Los Pelambres,-31.943,-70.266,https://www.sismologia.cl/sismicidad/informes/2023/06/200076.html
2023-06-09,18:03:22,18:00 - 19:00,Later Hours,2.8,Ml,<3,37,shallow,43 km al S de Huasco,-28.838,-71.321,https://www.sismologia.cl/sismicidad/informes/2023/06/200075.html
2023-06-09,17:19:30,17:00 - 18:00,Later Hours,4.0,Ml,4-4.9,81,intermediate,29 km al SE de Baquedano,-23.48,-69.605,https://www.sismologia.cl/sismicidad/informes/2023/06/200072.html
2023-06-09,09:32:42,9:00 - 10:00,Central Hours,2.7,Ml,<3,83,intermediate,32 km al NO de Los Andes.,-32.575,-70.755,https://www.sismologia.cl/sismicidad/informes/2023/06/200030.html
2023-06-09,09:04:15,9:00 - 10:00,Central Hours,3.5,Ml,3-3.9,211,intermediate,109 km al SE de Socaire,-24.242,-67.084,https://www.sismologia.cl/sismicidad/informes/2023/06/200023.html
2023-06-09,07:55:22,7:00 - 8:00,Early Hours,2.8,Ml,<3,38,shallow,89 km al NO de Quillagua,-21.198,-70.234,https://www.sismologia.cl/sismicidad/informes/2023/06/200015.html
2023-06-09,06:04:45,6:00 - 7:00,Early Hours,2.8,Ml,<3,36,shallow,15 km al O de Chañaral.,-26.354,-70.77,https://www.sismologia.cl/sismicidad/informes/2023/06/200006.html
2023-06-09,05:59:33,5:00 - 6:00,Early Hours,3.0,Ml,3-3.9,36,shallow,14 km al O de Chañaral.,-26.345,-70.762,https://www.sismologia.cl/sismicidad/informes/2023/06/200004.html
2023-06-09,05:58:07,5:00 - 6:00,Early Hours,3.0,Ml,3-3.9,91,intermediate,13 km al S de Santiago,-33.552,-70.632,https://www.sismologia.cl/sismicidad/informes/2023/06/200002.html
2023-06-09,04:34:15,4:00 - 5:00,Early Hours,2.8,Ml,<3,133,intermediate,58 km al SO de Ollagüe,-21.668,-68.549,https://www.sismologia.cl/sismicidad/informes/2023/06/199997.html
2023-06-09,03:10:45,3:00 - 4:00,Early Hours,3.0,Ml,3-3.9,45,shallow,49 km al O de Tongoy,-30.381,-71.983,https://www.sismologia.cl/sismicidad/informes/2023/06/199996.html
2023-06-09,02:32:45,2:00 - 3:00,Early Hours,3.1,Ml,3-3.9,238,intermediate,72 km al SE de Socaire,-24.025,-67.367,https://www.sismologia.cl/sismicidad/informes/2023/06/199994.html
2023-06-09,02:04:51,2:00 - 3:00,Early Hours,3.4,Ml,3-3.9,27,shallow,89 km al O de Cobquecura,-35.802,-73.693,https://www.sismologia.cl/sismicidad/informes/2023/06/199993.html
2023-06-09,00:47:46,0:00 - 1:00,Early Hours,3.0,Ml,3-3.9,110,intermediate,44 km al SE de Pica,-20.855,-69.174,https://www.sismologia.cl/sismicidad/informes/2023/06/199990.html
2023-06-09,00:43:42,0:00 - 1:00,Early Hours,2.7,Ml,<3,102,intermediate,80 km al SE de Sierra Gorda.,-23.426,-68.783,https://www.sismologia.cl/sismicidad/informes/2023/06/199988.html
2023-06-09,23:21:45,23:00 - 24:00,Later Hours,4.0,Ml,4-4.9,190,intermediate,101 km al E de Socaire,-23.494,-66.908,https://www.sismologia.cl/sismicidad/informes/2023/06/199983.html
2023-06-09,23:19:14,23:00 - 24:00,Later Hours,3.5,Ml,3-3.9,55,intermediate,18 km al S de La Serena,-30.056,-71.308,https://www.sismologia.cl/sismicidad/informes/2023/06/199982.html
2023-06-09,21:13:29,21:00 - 22:00,Later Hours,2.6,Ml,<3,101,intermediate,60 km al O de Ollagüe,-21.427,-68.79,https://www.sismologia.cl/sismicidad/informes/2023/06/199977.html
2023-06-08,19:44:21,19:00 - 20:00,Later Hours,2.6,Ml,<3,134,intermediate,67 km al NE de Calama,-21.977,-68.556,https://www.sismologia.cl/sismicidad/informes/2023/06/199971.html
2023-06-08,18:20:45,18:00 - 19:00,Later Hours,3.0,Ml,3-3.9,35,shallow,24 km al SO de Canela Baja,-31.505,-71.676,https://www.sismologia.cl/sismicidad/informes/2023/06/199965.html
2023-06-08,17:52:56,17:00 - 18:00,Later Hours,2.6,Ml,<3,128,intermediate,71 km al NE de Calama,-21.881,-68.676,https://www.sismologia.cl/sismicidad/informes/2023/06/199963.html
2023-06-08,16:07:31,16:00 - 17:00,Later Hours,2.8,Ml,<3,146,intermediate,33 km al S de Mina Collahuasi,-21.111,-68.556,https://www.sismologia.cl/sismicidad/informes/2023/06/199956.html
2023-06-08,15:52:06,15:00 - 16:00,Central Hours,2.9,Ml,<3,270,deep,60 km al E de Socaire,-23.779,-67.334,https://www.sismologia.cl/sismicidad/informes/2023/06/199953.html
2023-06-08,15:32:47,15:00 - 16:00,Central Hours,3.2,Ml,3-3.9,105,intermediate,25 km al O de Mina Collahuasi,-20.837,-68.897,https://www.sismologia.cl/sismicidad/informes/2023/06/199948.html
2023-06-08,13:31:45,13:00 - 14:00,Central Hours,2.5,Ml,<3,86,intermediate,8 km al SO de Petorca,-32.286,-71.007,https://www.sismologia.cl/sismicidad/informes/2023/06/199933.html
2023-06-08,12:08:34,12:00 - 13:00,Central Hours,2.5,Ml,<3,36,shallow,16 km al S de La Higuera,-29.654,-71.168,https://www.sismologia.cl/sismicidad/informes/2023/06/199927.html
2023-06-08,12:00:12,12:00 - 13:00,Central Hours,2.9,Ml,<3,111,intermediate,33 km al SE de Pica,-20.737,-69.159,https://www.sismologia.cl/sismicidad/informes/2023/06/199924.html
2023-06-08,08:54:17,8:00 - 9:00,Central Hours,3.0,Ml,3-3.9,263,deep,60 km al S de Socaire,-24.132,-67.85,https://www.sismologia.cl/sismicidad/informes/2023/06/199913.html
2023-06-08,08:42:56,8:00 - 9:00,Central Hours,2.7,Ml,<3,60,intermediate,50 km al O de Pisagua,-19.766,-70.658,https://www.sismologia.cl/sismicidad/informes/2023/06/199912.html
2023-06-08,08:42:20,8:00 - 9:00,Central Hours,3.1,Ml,3-3.9,106,intermediate,32 km al SE de Mina La Escondida.,-24.517,-68.902,https://www.sismologia.cl/sismicidad/informes/2023/06/199911.html
2023-06-08,08:36:26,8:00 - 9:00,Central Hours,2.6,Ml,<3,34,shallow,13 km al SE de Los Vilos,-32.023,-71.457,https://www.sismologia.cl/sismicidad/informes/2023/06/199908.html
2023-06-08,08:28:23,8:00 - 9:00,Central Hours,2.9,Ml,<3,36,shallow,17 km al E de Los Vilos,-31.943,-71.337,https://www.sismologia.cl/sismicidad/informes/2023/06/199905.html
2023-06-08,08:03:30,8:00 - 9:00,Central Hours,3.3,Ml,3-3.9,110,intermediate,46 km al SO de Mina Collahuasi,-21.165,-68.915,https://www.sismologia.cl/sismicidad/informes/2023/06/199903.html
2023-06-08,06:42:02,6:00 - 7:00,Early Hours,2.8,Ml,<3,137,intermediate,50 km al SE de Mina Los Pelambres,-32.099,-70.164,https://www.sismologia.cl/sismicidad/informes/2023/06/199898.html
2023-06-08,06:20:18,6:00 - 7:00,Early Hours,2.7,Ml,<3,107,intermediate,51 km al SO de Mina Collahuasi,-21.157,-69.002,https://www.sismologia.cl/sismicidad/informes/2023/06/199895.html
2023-06-08,05:41:45,5:00 - 6:00,Early Hours,3.1,Ml,3-3.9,87,intermediate,10 km al NE de Pica,-20.428,-69.261,https://www.sismologia.cl/sismicidad/informes/2023/06/199890.html
2023-06-08,05:26:20,5:00 - 6:00,Early Hours,3.2,Ml,3-3.9,34,shallow,26 km al NO de Navidad,-33.795,-72.04,https://www.sismologia.cl/sismicidad/informes/2023/06/199888.html
2023-06-08,05:01:22,5:00 - 6:00,Early Hours,3.0,Ml,3-3.9,201,intermediate,107 km al E de Socaire,-23.205,-66.928,https://www.sismologia.cl/sismicidad/informes/2023/06/199886.html
2023-06-08,03:50:41,3:00 - 4:00,Early Hours,3.1,Ml,3-3.9,114,intermediate,61 km al NE de Calama,-22.136,-68.456,https://www.sismologia.cl/sismicidad/informes/2023/06/199883.html
2023-06-08,03:17:38,3:00 - 4:00,Early Hours,3.0,Ml,3-3.9,248,intermediate,65 km al E de Socaire,-23.822,-67.309,https://www.sismologia.cl/sismicidad/informes/2023/06/199879.html
2023-06-08,01:40:58,1:00 - 2:00,Early Hours,3.0,Ml,3-3.9,33,shallow,51 km al SO de Alto Hospicio,-20.684,-70.315,https://www.sismologia.cl/sismicidad/informes/2023/06/199873.html
2023-06-08,00:15:10,0:00 - 1:00,Early Hours,2.6,Ml,<3,44,shallow,2 km al S de Cuya,-19.179,-70.18,https://www.sismologia.cl/sismicidad/informes/2023/06/199869.html
2023-06-08,22:45:26,22:00 - 23:00,Later Hours,2.7,Ml,<3,43,shallow,16 km al O de Caldera,-27.062,-70.979,https://www.sismologia.cl/sismicidad/informes/2023/06/199864.html
2023-06-08,20:14:34,20:00 - 21:00,Later Hours,2.9,Ml,<3,25,shallow,10 km al SE de Antofagasta,-23.688,-70.321,https://www.sismologia.cl/sismicidad/informes/2023/06/199850.html
2023-06-07,15:37:05,15:00 - 16:00,Central Hours,2.9,Ml,<3,33,shallow,89 km al O de Cobquecura,-35.818,-73.705,https://www.sismologia.cl/sismicidad/informes/2023/06/199830.html
2023-06-07,15:35:34,15:00 - 16:00,Central Hours,3.8,Ml,3-3.9,177,intermediate,47 km al NE de Ollagüe,-20.997,-67.871,https://www.sismologia.cl/sismicidad/informes/2023/06/199828.html
2023-06-07,14:49:13,14:00 - 15:00,Central Hours,2.6,Ml,<3,29,shallow,94 km al O de Cobquecura,-35.84,-73.769,https://www.sismologia.cl/sismicidad/informes/2023/06/199824.html
2023-06-07,13:03:18,13:00 - 14:00,Central Hours,3.4,Ml,3-3.9,109,intermediate,37 km al E de Tacna,-18.151,-69.931,https://www.sismologia.cl/sismicidad/informes/2023/06/199811.html
2023-06-07,10:54:08,10:00 - 11:00,Central Hours,4.0,Ml,4-4.9,35,shallow,88 km al O de Cobquecura,-35.796,-73.678,https://www.sismologia.cl/sismicidad/informes/2023/06/199805.html
2023-06-07,10:29:53,10:00 - 11:00,Central Hours,3.1,Ml,3-3.9,149,intermediate,43 km al E de Mina Los Pelambres,-31.658,-70.179,https://www.sismologia.cl/sismicidad/informes/2023/06/199802.html
2023-06-07,09:01:05,9:00 - 10:00,Central Hours,3.2,Ml,3-3.9,83,intermediate,49 km al S de Camiña,-19.748,-69.483,https://www.sismologia.cl/sismicidad/informes/2023/06/199798.html
2023-06-07,08:55:36,8:00 - 9:00,Central Hours,3.2,Ml,3-3.9,108,intermediate,72 km al SO de Ollagüe,-21.659,-68.763,https://www.sismologia.cl/sismicidad/informes/2023/06/199795.html
2023-06-07,08:40:57,8:00 - 9:00,Central Hours,2.5,Ml,<3,23,shallow,64 km al O de Valparaíso,-33.112,-72.293,https://www.sismologia.cl/sismicidad/informes/2023/06/199794.html
2023-06-07,07:29:15,7:00 - 8:00,Early Hours,3.3,Ml,3-3.9,34,shallow,29 km al SO de Los Vilos,-32.089,-71.739,https://www.sismologia.cl/sismicidad/informes/2023/06/199790.html
2023-06-07,05:37:33,5:00 - 6:00,Early Hours,3.3,Ml,3-3.9,53,intermediate,55 km al NO de Quillagua,-21.306,-69.9,https://www.sismologia.cl/sismicidad/informes/2023/06/199784.html
2023-06-07,03:59:21,3:00 - 4:00,Early Hours,2.5,Ml,<3,45,shallow,16 km al S de Canela Baja,-31.537,-71.492,https://www.sismologia.cl/sismicidad/informes/2023/06/199781.html
2023-06-07,03:57:52,3:00 - 4:00,Early Hours,3.1,Ml,3-3.9,111,intermediate,40 km al SO de Mina Collahuasi,-21.106,-68.907,https://www.sismologia.cl/sismicidad/informes/2023/06/199779.html
2023-06-07,03:37:24,3:00 - 4:00,Early Hours,3.0,Ml,3-3.9,103,intermediate,40 km al S de Pica,-20.839,-69.224,https://www.sismologia.cl/sismicidad/informes/2023/06/199777.html
2023-06-07,02:45:09,2:00 - 3:00,Early Hours,2.6,Ml,<3,41,shallow,50 km al N de Mejillones,-22.648,-70.481,https://www.sismologia.cl/sismicidad/informes/2023/06/199773.html
2023-06-07,02:40:07,2:00 - 3:00,Early Hours,2.9,Ml,<3,238,intermediate,66 km al S de Socaire,-24.173,-67.788,https://www.sismologia.cl/sismicidad/informes/2023/06/199772.html
2023-06-07,00:47:51,0:00 - 1:00,Early Hours,2.7,Ml,<3,39,shallow,107 km al O de Huasco,-28.709,-72.285,https://www.sismologia.cl/sismicidad/informes/2023/06/199768.html
2023-06-07,21:47:28,21:00 - 22:00,Later Hours,4.3,Ml,4-4.9,35,shallow,49 km al O de La Ligua,-32.511,-71.751,https://www.sismologia.cl/sismicidad/informes/2023/06/199756.html
2023-06-07,21:17:11,21:00 - 22:00,Later Hours,3.3,Ml,3-3.9,44,shallow,61 km al SO de Alto Hospicio,-20.643,-70.531,https://www.sismologia.cl/sismicidad/informes/2023/06/199751.html
